Date_Time,Subject,Day_In_Week,Hours,Call_Started_Time,time_For_Wating_After_Voice_Mail,Answer_Time_From_,Representative_response_time_in_secounds,total_Time_Till_Response,Summery_Of_Call,Is_Was_a_Long_Wating_Time_Message,Other_Languages
2016-07-31 15:20:45,Health,2,14:01-17:00,15:16:53,15:19:04,15:23:46,413,282,Full reply received,No,No Foreign languages
2016-07-31 15:30:15,Health,2,14:01-17:00,15:22:39,15:24:04,15:34:05,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 15:25:45,Health,2,14:01-17:00,15:24:37,15:25:01,15:25:08,31,7,Full reply received,No,No Foreign languages
2016-07-31 15:25:30,General,2,14:01-17:00,15:25:39,15:27:49,15:27:53,134,4,Full reply received,No,No Foreign languages
2016-07-31 15:30:05,Health,2,14:01-17:00,15:28:41,15:30:07,15:32:39,238,152,Full reply received,No,No Foreign languages
2016-07-31 15:35:00,Life,2,14:01-17:00,15:33:17,15:34:21,15:34:24,67,3,Full reply received,No,No Foreign languages
2016-07-31 15:35:35,Life,2,14:01-17:00,15:36:05,15:36:07,15:36:17,12,10,Full reply received,No,No Foreign languages
2016-07-31 15:35:20,Life,2,14:01-17:00,15:35:05,15:36:46,15:37:49,164,63,Full reply received,No,No Foreign languages
2016-07-31 15:40:40,General,2,14:01-17:00,15:37:02,15:38:00,15:42:25,323,265,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 15:40:55,Health,2,14:01-17:00,15:38:13,15:39:57,15:41:10,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 15:45:05,General,2,14:01-17:00,15:44:27,15:45:24,15:46:48,141,84,Full reply received,No,No Foreign languages
2016-07-31 15:45:55,Life,2,14:01-17:00,15:43:58,15:44:36,15:45:14,76,38,Full reply received,No,No Foreign languages
2016-07-31 15:45:50,General,2,14:01-17:00,15:46:28,15:48:04,15:48:07,99,3,Full reply received,No,No Foreign languages
2016-07-31 15:45:40,General,2,14:01-17:00,15:47:34,15:48:22,15:48:26,52,4,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 15:50:05,General,2,14:01-17:00,15:48:52,15:50:42,15:51:34,162,52,Full reply received,No,No Foreign languages
2016-07-31 15:50:05,Life,2,14:01-17:00,15:51:53,15:52:36,15:52:43,50,7,Full reply received,No,No Foreign languages
2016-07-31 15:55:20,General,2,14:01-17:00,15:53:33,15:54:34,15:57:00,207,146,Full reply received,No,No Foreign languages
2016-07-31 15:55:05,Life,2,14:01-17:00,15:56:44,15:58:22,15:58:39,115,17,Full reply received,No,No Foreign languages
2016-07-31 15:55:50,General,2,14:01-17:00,15:57:57,15:58:20,15:58:30,33,10,Full reply received,No,No Foreign languages
2016-07-31 16:00:40,General,2,14:01-17:00,15:59:46,16:00:21,16:00:26,40,5,Full reply received,No,No Foreign languages
2016-07-31 16:00:25,General,2,14:01-17:00,15:59:18,16:00:51,16:00:53,95,2,Full reply received,No,No Foreign languages
2016-07-31 16:05:05,Life,2,14:01-17:00,16:01:30,16:02:27,16:08:47,437,380,Full reply received,No,No Foreign languages
2016-07-31 16:00:45,Life,2,14:01-17:00,16:01:42,16:03:00,16:03:12,0,0,Call Disconnected,Yes,Arabic; Russian; Amharic
2016-07-31 16:10:15,Life,2,14:01-17:00,16:03:45,16:04:29,16:11:44,479,435,Full reply received,No,No Foreign languages
2016-07-31 16:20:50,Health,2,14:01-17:00,16:12:30,16:14:28,16:23:37,667,549,Full reply received,No,No Foreign languages
2016-07-31 16:15:10,Life,2,14:01-17:00,16:12:52,16:13:20,16:18:14,0,0,Call Disconnected,Yes,No Foreign languages
2016-07-31 16:25:25,Health,2,14:01-17:00,16:23:52,16:24:30,16:24:32,40,2,Full reply received,No,No Foreign languages
2016-07-31 16:25:00,Health,2,14:01-17:00,16:25:46,16:26:10,16:26:35,49,25,Full reply received,No,No Foreign languages
2016-07-31 16:30:10,Life,2,14:01-17:00,16:28:17,16:29:02,16:29:54,97,52,Full reply received,No,No Foreign languages
2016-07-31 16:30:10,Life,2,14:01-17:00,16:28:33,16:30:56,16:31:38,185,42,Full reply received,No,No Foreign languages
2016-07-31 16:30:50,Life,2,14:01-17:00,16:30:39,16:31:04,16:32:35,116,91,Full reply received,No,No Foreign languages
2016-07-31 16:35:55,General,2,14:01-17:00,16:33:44,16:34:45,16:35:36,112,51,Full reply received,No,No Foreign languages
2016-07-31 16:35:25,Health,2,14:01-17:00,16:34:54,16:35:22,16:37:01,127,99,Full reply received,No,No Foreign languages
2016-07-31 16:35:15,Health,2,14:01-17:00,16:36:49,16:36:51,16:37:53,64,62,Full reply received,No,No Foreign languages
2016-07-31 16:40:05,General,2,14:01-17:00,16:40:58,16:42:45,16:42:53,115,8,Full reply received,No,No Foreign languages
2016-07-31 16:40:05,General,2,14:01-17:00,16:40:36,16:42:21,16:42:28,112,7,Full reply received,No,No Foreign languages
2016-07-31 16:45:40,Life,2,14:01-17:00,16:43:40,16:45:09,16:47:02,202,113,Full reply received,No,No Foreign languages
2016-07-31 16:50:20,Health,2,14:01-17:00,16:48:33,16:48:59,16:49:37,64,38,Full reply received,No,No Foreign languages
2016-07-31 16:50:00,General,2,14:01-17:00,16:50:03,16:50:29,16:50:55,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 12:00:10,General,3,11:01-14:00,11:58:59,12:00:11,12:00:18,79,7,Full reply received,No,No Foreign languages
2016-07-31 12:10:00,Life,3,11:01-14:00,11:59:18,12:00:14,12:09:43,625,569,Full reply received,No,No Foreign languages
2016-07-31 12:05:15,Health,3,11:01-14:00,12:03:01,12:03:28,12:05:39,158,131,Full reply received,No,No Foreign languages
2016-07-31 12:10:05,Life,3,11:01-14:00,12:01:48,12:03:18,12:13:06,678,588,Transferred to leave a message ,Yes,Arabic; Russian; Amharic
2016-07-31 12:15:40,Health,3,11:01-14:00,12:07:28,12:07:56,12:15:48,500,472,Full reply received,No,No Foreign languages
2016-07-31 12:15:00,General,3,11:01-14:00,12:10:25,12:10:45,12:17:43,438,418,Full reply received,No,No Foreign languages
2016-07-31 12:15:15,General,3,14:01-17:00,12:13:12,12:15:54,12:15:57,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 12:15:35,Health,3,11:01-14:00,12:14:20,12:16:03,12:16:50,150,47,Full reply received,No,No Foreign languages
2016-07-31 13:30:25,General,3,11:01-14:00,13:28:23,13:29:28,13:30:06,103,38,Transferred to leave a message ,No,No Foreign languages
2016-07-31 12:25:00,Health,3,11:01-14:00,12:16:36,12:17:39,12:27:39,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 12:20:15,Health,3,11:01-14:00,12:18:23,12:18:34,12:22:01,218,207,Full reply received,No,No Foreign languages
2016-07-31 12:30:40,Life,3,11:01-14:00,12:22:21,12:23:33,12:32:48,627,555,Full reply received,No,No Foreign languages
2016-07-31 12:20:55,General,3,11:01-14:00,12:22:57,12:23:27,12:23:34,37,7,Full reply received,No,No Foreign languages
2016-07-31 12:30:45,Life,3,11:01-14:00,12:24:25,12:24:27,12:34:31,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:30:15,Health,3,11:01-14:00,12:27:31,12:31:15,12:33:15,344,120,Full reply received,No,No Foreign languages
2016-07-31 12:40:35,General,3,11:01-14:00,12:28:19,12:30:05,12:40:11,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 12:35:50,Life,3,11:01-14:00,12:34:25,12:35:14,12:37:18,173,124,Full reply received,No,No Foreign languages
2016-07-31 12:40:20,General,3,11:01-14:00,12:37:58,12:39:05,12:39:08,70,3,Full reply received,No,No Foreign languages
2016-07-31 12:40:05,General,3,11:01-14:00,12:39:19,12:39:45,12:39:50,31,5,Full reply received,No,No Foreign languages
2016-07-31 12:40:45,General,3,11:01-14:00,12:39:33,12:39:51,12:40:05,32,14,Full reply received,Yes,No Foreign languages
2016-07-31 12:40:20,Life,3,11:01-14:00,12:41:49,12:41:51,12:42:00,11,9,Full reply received,No,No Foreign languages
2016-07-31 12:40:25,Life,3,11:01-14:00,12:40:39,12:41:36,12:41:46,67,10,Full reply received,No,No Foreign languages
2016-07-31 12:40:00,General,3,11:01-14:00,12:41:33,12:42:03,12:42:25,52,22,Transferred to leave a message ,No,No Foreign languages
2016-07-31 12:45:00,General,3,11:01-14:00,12:45:22,12:46:37,12:47:29,127,52,Full reply received,No,No Foreign languages
2016-07-31 12:45:35,General,3,11:01-14:00,12:42:36,12:44:19,12:45:38,182,79,Full reply received,No,No Foreign languages
2016-07-31 12:50:30,Health,3,11:01-14:00,12:43:57,12:44:24,12:54:02,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 12:45:25,Life,3,11:01-14:00,12:44:51,12:44:57,12:45:06,15,9,Full reply received,No,No Foreign languages
2016-07-31 12:50:35,Life,3,11:01-14:00,12:46:58,12:47:13,12:50:23,205,190,Full reply received,No,No Foreign languages
2016-07-31 12:55:50,General,3,11:01-14:00,12:52:33,12:53:07,12:54:16,103,69,Full reply received,No,No Foreign languages
2016-07-31 12:55:00,General,3,11:01-14:00,12:48:15,12:50:23,12:54:41,386,258,Full reply received,Yes,No Foreign languages
2016-07-31 12:50:10,General,3,11:01-14:00,12:51:04,12:51:49,12:52:59,115,70,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 12:55:10,General,3,11:01-14:00,12:55:20,12:56:51,12:56:53,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 13:00:00,General,3,11:01-14:00,12:57:31,12:57:45,12:59:36,125,111,Full reply received,No,No Foreign languages
2016-07-31 13:05:00,Health,3,11:01-14:00,13:00:15,13:02:34,13:04:44,269,130,Full reply received,Yes,No Foreign languages
2016-07-31 13:10:35,Health,3,11:01-14:00,13:05:25,13:06:14,13:11:13,348,299,Full reply received,No,No Foreign languages
2016-07-31 13:10:00,General,3,11:01-14:00,13:10:04,13:10:15,13:11:22,78,67,Full reply received,No,No Foreign languages
2016-07-31 13:20:55,Health,3,11:01-14:00,13:12:54,13:14:33,13:22:54,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 13:20:00,General,3,11:01-14:00,13:15:17,13:15:42,13:20:46,329,304,Full reply received,No,No Foreign languages
2016-07-31 13:35:15,Health,3,11:01-14:00,13:25:05,13:25:55,13:35:59,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 13:25:55,Health,3,11:01-14:00,13:25:10,13:26:05,13:28:20,190,135,Full reply received,No,No Foreign languages
2016-07-31 13:30:15,General,3,11:01-14:00,13:28:56,13:29:47,13:30:40,104,53,Full reply received,No,No Foreign languages
2016-07-31 13:35:55,Life,3,11:01-14:00,13:33:50,13:35:00,13:37:29,219,149,Full reply received,No,No Foreign languages
2016-07-31 13:30:20,General,3,11:01-14:00,13:31:11,13:33:04,13:33:36,145,32,I was obliged to leave a message,No,No foreign languages
2016-07-31 13:30:10,Life,3,11:01-14:00,13:30:42,13:32:42,13:32:47,125,5,Full reply received,No,No Foreign languages
2016-07-31 13:35:40,General,3,11:01-14:00,13:34:31,13:35:34,13:36:10,99,36,Full reply received,No,No Foreign languages
2016-07-31 13:45:15,Health,3,11:01-14:00,13:36:38,13:37:30,13:47:46,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 13:40:50,Life,3,11:01-14:00,13:37:49,13:40:03,13:43:30,341,207,Full reply received,Yes,No Foreign languages
2016-07-31 13:40:05,General,3,11:01-14:00,13:39:24,13:39:49,13:40:45,81,56,Full reply received,No,No Foreign languages
2016-07-31 13:40:15,General,3,11:01-14:00,13:40:19,13:41:23,13:41:55,96,32,I was obliged to leave a message,No,No foreign languages
2016-07-31 13:40:20,Life,3,11:01-14:00,13:41:55,13:42:38,13:42:48,53,10,Full reply received,No,No Foreign languages
2016-07-31 13:45:25,Life,3,11:01-14:00,13:44:48,13:46:14,13:47:59,191,105,Full reply received,No,No Foreign languages
2016-07-31 13:55:25,Life,3,11:01-14:00,13:48:10,13:48:18,13:58:02,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 13:50:10,General,3,11:01-14:00,13:48:13,13:49:30,13:51:35,202,125,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 13:50:35,Life,3,11:01-14:00,13:50:36,13:50:46,13:51:21,45,35,Full reply received,No,No Foreign languages
2016-07-31 13:50:10,Life,3,11:01-14:00,13:48:46,13:49:37,13:50:47,121,70,Full reply received,No,No Foreign languages
2016-07-31 13:50:00,General,3,11:01-14:00,13:52:07,13:52:09,13:52:48,41,39,Full reply received,No,No Foreign languages
2016-07-31 14:00:30,Life,3,11:01-14:00,13:51:32,13:53:06,14:03:06,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 13:50:35,General,3,11:01-14:00,13:52:11,13:52:24,13:52:56,45,32,Full reply received,No,No Foreign languages
2016-07-31 13:55:10,Life,3,11:01-14:00,13:54:44,13:55:24,13:55:56,72,32,Full reply received,No,No Foreign languages
2016-07-31 13:55:55,General,3,11:01-14:00,13:54:14,13:55:08,13:55:12,58,4,Full reply received,No,No Foreign languages
2016-07-31 14:05:30,Health,3,11:01-14:00,13:55:50,13:56:59,14:04:52,542,473,Full reply received,No,No Foreign languages
2016-07-31 14:00:05,Life,3,11:01-14:00,13:56:57,13:57:26,14:02:53,356,327,Full reply received,No,Arabic; Russian; Amharic
2016-08-15 12:22:46,General,2,11:01-14:00,12:16:55,12:17:22,12:21:53,298,271,Full reply received,No,No Foreign languages
2016-08-15 12:25:57,General,2,11:01-14:00,12:23:13,12:24:11,12:24:21,68,10,Full reply received,No,Arabic; Russian; Amharic
2016-08-15 12:29:53,Health,2,11:01-14:00,12:26:18,12:26:40,12:29:20,182,160,Full reply received,No,No Foreign languages
2016-08-15 12:32:53,Life,2,11:01-14:00,12:30:14,12:30:47,12:31:48,94,61,Full reply received,No,Arabic; Russian; Amharic
2016-08-15 12:37:55,General,2,11:01-14:00,12:33:20,12:33:20,12:37:24,0,0,Call Disconnected,No,No Foreign languages
2016-08-15 12:41:19,Life,2,11:01-14:00,12:38:27,12:40:07,12:40:12,105,5,Full reply received,No,No Foreign languages
2016-08-15 12:47:23,Life,2,11:01-14:00,12:41:43,12:43:04,12:46:56,0,0,Call Disconnected,Yes,Arabic; Russian; Amharic
2016-08-15 13:08:54,Life,2,11:01-14:00,13:06:56,13:07:26,13:08:11,75,45,Full reply received,No,Arabic; Russian; Amharic
2016-08-15 13:12:25,Health,2,11:01-14:00,13:09:20,13:10:17,13:12:00,160,103,Full reply received,No,No Foreign languages
2016-08-15 13:14:23,Health,2,11:01-14:00,13:12:36,13:13:20,13:13:27,51,7,Full reply received,No,No Foreign languages
2016-08-15 13:19:55,General,2,11:01-14:00,13:13:40,13:15:06,13:19:27,347,261,Full reply received,No,No Foreign languages
2016-08-15 13:22:49,General,2,11:01-14:00,13:17:42,13:17:43,13:22:28,286,285,Full reply received,No,No Foreign languages
2016-08-15 13:22:22,Life,2,11:01-14:00,13:20:12,13:21:03,13:21:47,95,44,Full reply received,No,No Foreign languages
2016-08-15 13:29:00,General,2,11:01-14:00,13:23:16,13:23:26,13:28:20,304,294,Full reply received,No,No Foreign languages
2016-08-15 13:28:05,Health,2,11:01-14:00,13:23:21,13:24:15,13:27:36,255,201,Full reply received,No,No Foreign languages
2016-08-15 13:30:00,Life,2,11:01-14:00,13:29:28,13:29:30,13:29:39,11,9,Full reply received,No,No Foreign languages
2016-08-15 13:40:05,Life,2,11:01-14:00,13:29:15,13:29:15,13:39:40,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-08-15 13:34:04,General,2,11:01-14:00,13:31:19,13:32:30,13:33:44,145,74,Full reply received,No,No Foreign languages
2016-08-15 13:44:40,Health,2,11:01-14:00,13:34:58,13:35:55,13:44:20,562,505,Full reply received,No,No Foreign languages
2016-08-15 13:42:03,General,2,11:01-14:00,13:40:17,13:40:42,13:41:21,64,39,Full reply received,No,No Foreign languages
2016-08-15 13:44:22,General,2,11:01-14:00,13:42:20,13:43:10,13:43:14,54,4,Full reply received,No,No Foreign languages
2016-08-15 13:47:50,General,2,11:01-14:00,13:44:33,13:45:54,13:47:13,160,79,Full reply received,No,No Foreign languages
2016-08-15 13:47:20,Health,2,11:01-14:00,13:45:11,13:45:56,13:46:52,101,56,Full reply received,No,No Foreign languages
2016-08-15 13:53:42,General,2,11:01-14:00,13:47:48,13:47:50,13:53:23,335,333,Full reply received,No,No Foreign languages
2016-08-15 13:53:27,Life,2,11:01-14:00,13:48:04,13:49:32,13:52:48,284,196,Full reply received,No,No Foreign languages
2016-08-15 13:56:06,Health,2,11:01-14:00,13:53:46,13:54:46,13:55:23,97,37,Full reply received,No,No Foreign languages
2016-08-15 14:00:11,General,2,11:01-14:00,13:57:07,13:58:15,13:59:54,167,99,Full reply received,No,No Foreign languages
2016-08-15 14:02:43,Life,2,14:01-17:00,14:01:27,14:01:37,14:02:27,60,50,Full reply received,No,No Foreign languages
2016-08-15 14:16:11,Life,2,14:01-17:00,14:05:47,14:05:50,14:15:57,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-08-15 14:18:46,Life,2,14:01-17:00,14:17:10,14:17:52,14:18:28,78,36,Full reply received,No,No Foreign languages
2016-08-15 14:24:11,General,2,14:01-17:00,14:19:09,14:19:11,14:23:51,282,280,Full reply received,No,No Foreign languages
2016-08-15 14:29:31,Life,2,14:01-17:00,14:24:39,14:25:11,14:29:09,270,238,Full reply received,No,Arabic; Russian; Amharic
2016-08-15 14:34:29,Health,2,14:01-17:00,14:29:51,14:31:41,14:34:05,254,144,Transferred to leave a message ,Yes,No Foreign languages
2016-08-15 14:36:17,Health,2,14:01-17:00,14:34:48,14:34:58,14:35:57,69,59,Full reply received,No,No Foreign languages
2016-08-15 14:38:30,General,2,14:01-17:00,14:36:53,14:37:23,14:38:14,81,51,Full reply received,No,No Foreign languages
2016-08-15 14:40:40,General,2,14:01-17:00,14:39:14,14:40:05,14:40:23,69,18,Full reply received,No,No Foreign languages
2016-08-15 14:46:29,Health,2,14:01-17:00,14:41:37,14:42:51,14:46:11,274,200,Full reply received,No,No Foreign languages
2016-08-15 14:56:15,General,2,14:01-17:00,14:52:39,14:53:56,14:55:56,197,120,Full reply received,No,No Foreign languages
2016-08-15 15:07:08,Life,2,14:01-17:00,14:56:42,14:56:44,15:06:51,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-08-15 15:11:00,Life,2,14:01-17:00,15:07:38,15:08:30,15:10:40,182,130,Full reply received,No,No Foreign languages
2016-08-15 15:14:11,Life,2,14:01-17:00,15:11:32,15:12:25,15:13:45,133,80,Full reply received,No,No Foreign languages
2016-08-15 15:19:57,Life,2,14:01-17:00,15:15:16,15:16:39,15:19:36,260,177,Full reply received,Yes,Arabic; Russian; Amharic
2016-08-15 15:28:46,General,2,14:01-17:00,15:20:40,15:21:42,15:28:26,466,404,Full reply received,Yes,No Foreign languages
2016-08-15 15:30:39,General,2,14:01-17:00,15:29:20,15:29:22,15:29:37,0,0,Call Disconnected,No,No Foreign languages
2016-08-15 15:33:07,Health,2,14:01-17:00,15:31:18,15:31:46,15:32:50,92,64,Full reply received,No,No Foreign languages
2016-08-15 15:43:39,Life,2,14:01-17:00,15:33:33,15:34:57,15:43:25,592,508,Full reply received,Yes,Arabic; Russian; Amharic
2016-08-15 15:47:58,General,2,14:01-17:00,15:44:08,15:45:18,15:47:41,213,143,Full reply received,No,No Foreign languages
2016-08-15 15:54:39,Health,2,14:01-17:00,15:53:55,15:53:57,15:53:58,3,1,Full reply received,No,No Foreign languages
2016-08-16 12:15:29,Life,3,11:01-14:00,12:04:36,12:04:49,12:14:51,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-08-16 12:10:52,General,3,11:01-14:00,12:06:25,12:07:38,12:10:13,228,155,Full reply received,No,No Foreign languages
2016-08-16 12:21:44,General,3,11:01-14:00,12:11:10,12:11:36,12:21:13,603,577,Full reply received,No,No Foreign languages
2016-08-16 12:23:13,Health,3,11:01-14:00,12:13:12,12:14:01,12:22:52,580,531,Full reply received,No,Arabic; Russian; Amharic
2016-08-16 12:19:22,General,3,11:01-14:00,12:17:55,12:18:12,12:18:18,23,6,Full reply received,No,Arabic; Russian; Amharic
2016-08-16 12:21:57,Life,3,11:01-14:00,12:18:07,12:19:07,12:21:07,180,120,Full reply received,No,Arabic; Russian; Amharic
2016-08-16 12:23:49,General,3,11:01-14:00,12:22:20,12:22:36,12:23:02,42,26,Full reply received,No,No Foreign languages
2016-08-16 12:26:52,Health,3,11:01-14:00,12:22:00,12:23:00,12:26:07,247,187,Full reply received,No,No Foreign languages
2016-08-16 12:35:13,Health,3,11:01-14:00,12:22:15,12:24:45,12:34:45,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
